user_id,group
509919,3
509924,1
509933,2
509969,1
509990,3
510003,3
510022,5
510044,3
510048,3
510061,5
510067,5
510070,5
510078,4
510079,3
510081,3
510090,3
510093,5
510094,3
510104,3
510108,4
510112,2
510114,5
510134,5
510155,2
510156,5
510163,5
510164,3
510170,3
510172,3
510179,5
510185,5
510188,4
510195,5
510198,5
510213,5
510215,2
510219,3
510227,3
510238,3
510239,2
510243,3
510257,3
510270,3
510283,1
510315,4
510316,2
510326,5
510328,5
510343,4
510356,3
510365,5
510369,5
510379,1
510393,3
510418,1
510423,3
510449,5
510452,5
510459,3
510490,1
510494,5
510511,3
510533,3
510537,5
510543,1
510545,1
510558,4
510570,5
510571,0
510575,1
510580,3
510582,2
510585,0
510586,5
510610,3
510618,3
510676,3
510686,3
510694,4
510700,4
510707,3
510719,2
510733,3
510754,5
510779,5
510805,3
510815,5
510822,5
510828,1
510836,5
510841,5
510890,5
510899,3
510944,5
510946,5
510953,3
510960,3
510961,5
510972,3
511017,3
511055,3
511066,3
511093,3
511122,3
511125,3
511126,5
511140,2
511142,3
511145,2
511148,3
511160,3
511178,5
511195,3
511208,2
511219,1
511223,4
511238,1
511260,3
511298,5
511314,3
511326,3
511328,3
511331,5
511364,4
511377,1
511379,3
511397,5
511398,5
511399,3
511418,3
511424,2
511433,5
511440,3
511455,3
511469,3
511489,3
511502,2
511504,3
511535,3
511542,3
511549,3
511552,1
511554,3
511560,5
511567,5
511568,0
511570,2
511577,3
511578,5
511587,3
511589,1
511608,1
511609,3
511613,3
511638,3
511665,4
511666,3
511677,4
511680,5
511697,5
511712,3
511726,3
511739,5
511757,1
511762,3
511764,3
511772,3
511778,5
511783,5
511784,1
511800,5
511803,5
511805,5
511809,3
511811,3
511821,1
511827,4
511851,3
511859,2
511860,5
511862,5
511878,1
511884,5
511902,3
511910,1
511916,3
511923,3
511936,3
511943,2
511977,4
511989,1
511996,3
511998,3
512009,3
512010,3
512016,2
512024,3
512028,3
512060,3
512063,3
512069,5
512078,3
512099,5
512103,4
512144,1
512147,4
512148,1
512163,3
512173,0
512190,2
512193,3
512197,5
512201,5
512204,5
512243,3
512249,1
512266,5
512271,5
512283,5
512289,3
512294,5
512295,5
512301,5
512302,3
512303,5
512305,1
512322,5
512329,5
512362,3
512377,4
512392,3
512397,1
512402,3
512416,1
512418,2
512419,3
512440,3
512443,3
512447,3
512463,5
512495,5
512529,1
512536,3
512552,3
512556,5
512558,4
512587,3
512589,5
512596,5
512598,5
512610,5
512623,1
512628,5
512631,3
512655,5
512671,5
512677,1
512680,3
512691,3
512693,5
512695,5
512696,2
512704,1
512706,5
512780,3
512786,5
512787,5
512791,3
512801,5
512826,5
512831,5
512835,5
512846,5
512848,3
512880,3
512887,5
512888,2
512900,2
512904,5
512922,3
512928,4
512943,5
512945,2
512974,3
512976,5
512984,3
512999,3
513004,5
513005,1
513006,3
513026,3
513030,3
513031,3
513058,5
513089,2
513090,3
513091,1
513093,2
513096,3
513103,3
513126,5
513138,1
513164,3
513206,1
513216,5
513220,5
513221,3
513227,3
513233,3
513236,5
513237,3
513241,1
513242,3
513259,3
513261,1
513289,3
513296,5
513317,1
513322,3
513338,3
513339,3
513345,1
513347,3
513366,5
513381,3
513387,5
513397,5
513402,3
513408,3
513422,3
513425,1
513438,2
513441,1
513470,1
513495,2
513497,3
513509,3
513543,4
513546,1
513555,5
513568,3
513569,3
513582,3
513602,1
513611,2
513613,3
513620,3
513625,4
513627,3
513628,3
513638,5
513659,3
513661,2
513683,5
513714,0
513721,5
513742,1
513761,5
513776,3
513787,4
513791,5
513796,5
513800,1
513807,4
513823,1
513826,5
513844,2
513853,3
513856,3
513860,3
513869,1
513875,4
513917,3
513926,5
513933,3
513953,3
513956,5
513964,5
513967,5
513995,2
514002,5
514003,3
514021,2
514023,3
514053,2
514071,3
514076,2
514113,3
514132,5
514133,3
514164,5
514167,4
514206,3
514208,3
514210,3
514215,5
514235,3
514261,3
514275,3
514289,1
514300,4
514315,3
514318,5
514324,3
514337,2
514342,5
514344,5
514370,2
514384,3
514395,5
514457,5
514460,5
514461,2
514501,1
514503,2
514515,3
514526,5
514551,2
514586,3
514589,3
514617,5
514623,3
514627,4
514638,5
514639,1
514642,1
514660,5
514675,3
514682,5
514684,1
514689,3
514737,5
514785,3
514810,2
514830,3
514867,5
514876,1
514892,5
514893,2
514899,5
514925,4
514926,3
514931,1
514944,3
514951,0
514953,2
514980,5
514981,3
515004,3
515013,3
515020,3
515030,2
515051,5
515058,5
515060,3
515085,4
515103,3
515124,4
515131,5
515139,4
515161,3
515168,2
515182,5
515198,2
515200,3
515202,2
515205,1
515229,4
515240,1
515243,5
515258,3
515271,3
515274,5
515306,5
515330,3
515344,5
515398,5
515409,3
515421,5
515423,3
515436,1
515478,3
515490,5
515502,1
515514,1
515516,1
515523,2
515529,3
515530,1
515565,5
515578,5
515580,5
515586,5
515610,4
515634,1
515639,5
515645,2
515666,5
515675,4
515684,5
515688,5
515694,5
515713,2
515727,5
515735,3
515739,3
515751,5
515764,2
515778,3
515802,5
515818,3
515831,3
515835,3
515854,1
515874,1
515891,5
515901,3
515908,3
515941,5
515947,3
515953,3
515974,2
515985,3
516001,1
516004,3
516006,5
516039,1
516053,5
516057,4
516061,3
516076,1
516086,1
516089,3
516092,5
516105,2
516117,3
516118,2
516127,1
516132,4
516144,5
516150,2
516152,3
516176,5
516177,5
516178,3
516211,4
516216,5
516217,3
516243,1
516246,5
516251,5
516269,5
516273,3
516282,3
516283,4
516287,4
516290,3
516296,3
516301,4
516340,1
516351,3
516368,1
516375,5
516418,3
516420,3
516433,1
516456,5
516507,3
516516,3
516528,5
516543,3
516556,3
516561,3
516571,5
516578,5
516579,2
516583,1
516590,3
516593,2
516594,5
516614,5
516616,5
516620,1
516639,5
516647,5
516679,4
516680,1
516682,3
516694,0
516697,1
516704,5
516732,3
516739,3
516744,1
516763,3
516765,1
516789,5
516798,3
516806,4
516808,5
516827,5
516833,3
516841,3
516862,0
516933,3
516939,3
516965,5
516967,1
516972,3
517033,2
517061,5
517064,3
517076,5
517105,5
517119,5
517131,4
517142,3
517143,1
517150,5
517158,3
517205,3
517212,5
517219,1
517231,2
517284,5
517324,3
517330,3
517356,4
517370,3
517392,4
517393,3
517397,5
517403,5
517415,3
517438,5
517445,2
517467,2
517486,3
517491,5
517543,1
517545,3
517548,3
517549,5
517571,3
517579,3
517581,5
517596,3
517622,1
517633,5
517653,3
517674,5
517675,5
517676,5
517700,5
517715,3
517732,3
517735,3
517739,3
517743,5
517772,4
517776,5
517787,0
517803,5
517819,3
517825,5
517839,4
517847,5
517871,3
517894,3
517898,4
517925,2
517931,2
517961,4
517967,3
517968,5
518012,3
518015,5
518041,1
518044,5
518074,3
518084,0
518092,5
518121,5
518127,5
518135,4
518191,4
518196,2
518211,5
518219,3
518281,5
518324,5
518334,3
518338,5
518347,5
518348,3
518354,1
518372,3
518393,3
518406,3
518416,5
518422,1
518443,3
518450,3
518480,5
518495,2
518516,3
518526,5
518527,5
518533,3
518535,3
518541,5
518567,3
518579,3
518582,5
518585,3
518612,5
518628,1
518629,4
518639,3
518642,2
518645,1
518694,2
518696,1
518711,3
518716,2
518722,5
518726,3
518735,1
518743,5
518747,3
518751,5
518756,4
518826,3
518827,5
518865,3
518866,3
518867,3
518870,3
518894,3
518896,4
518907,5
518922,2
518925,1
518931,1
518954,3
518956,3
518963,3
518971,3
518998,3
519014,2
519059,3
519079,5
519089,0
519091,2
519096,3
519114,5
519117,5
519137,3
519140,5
519171,3
519191,2
519205,3
519210,5
519211,5
519248,0
519254,5
519260,3
519267,3
519285,5
519312,1
519313,3
519335,1
519348,3
519353,1
519357,5
519368,3
519383,1
519392,3
519393,3
519406,1
519412,3
519419,3
519430,3
519446,5
519469,4
519515,2
519529,3
519532,3
519541,3
519548,1
519554,3
519561,1
519595,5
519596,3
519604,3
519626,3
519631,5
519664,3
519687,1
519694,5
519695,3
519706,2
519709,4
519718,4
519722,3
519725,3
519726,3
519747,4
519769,3
519774,3
519787,4
519799,5
519846,5
519848,5
519853,3
519859,5
519885,3
519888,5
519893,5
519896,0
519897,1
519905,3
519911,5
519912,5
519943,1
519955,3
519957,3
519961,3
519965,3
519982,1
520054,1
520063,3
520097,5
520106,3
520141,3
520152,5
520170,3
520175,5
520177,5
520182,3
520188,3
520193,3
520225,5
520244,3
520248,5
520250,5
520256,5
520265,5
520277,3
520291,5
520298,3
520307,3
520311,5
520314,2
520327,3
520358,5
520373,3
520397,4
520405,3
520411,3
520422,3
520429,4
520436,5
520440,1
520480,3
520491,5
520497,3
520527,3
520530,5
520532,5
520539,4
520556,2
520558,3
520561,1
520603,1
520619,3
520680,3
520696,4
520708,3
520719,5
520733,5
520745,3
520762,3
520770,5
520771,1
520780,1
520783,3
520804,3
520819,3
520821,3
520844,3
520851,5
520861,4
520877,3
520878,5
520882,1
520885,4
520898,2
520902,5
520920,1
520934,3
520947,4
520959,3
521000,3
521004,5
521009,1
521031,5
521033,5
521044,5
521060,5
521062,1
521065,4
521066,5
521070,5
521109,3
521127,5
521152,2
521170,3
521185,5
521186,3
521187,1
521192,3
521201,3
521211,1
521212,4
521235,5
521250,3
521259,3
521282,3
521286,3
521293,5
521295,3
521298,3
521309,3
521316,3
521331,4
521335,4
521343,5
521379,3
521392,3
521404,5
521408,3
521416,3
521434,5
521462,3
521474,3
521491,4
521509,5
521510,3
521514,3
521587,5
521607,3
521609,3
521642,2
521657,3
521658,5
521663,1
521695,5
521708,5
521719,3
521720,5
521743,5
521748,3
521768,3
521785,3
521814,5
521818,4
521859,5
521865,5
521883,0
521884,3
521885,3
521904,3
521921,3
521925,5
521941,2
521943,3
521956,5
521963,3
521986,3
521992,5
521997,5
522001,1
522005,5
522062,5
522086,3
522111,4
522112,3
522115,4
522118,3
522134,1
522152,4
522171,5
522179,3
522184,1
522201,1
522223,5
522233,4
522237,5
522263,3
522265,5
522276,3
522286,3
522315,3
522323,5
522364,3
522373,3
522375,3
522387,2
522402,3
522420,1
522426,5
522427,2
522438,5
522441,3
522445,2
522457,5
522465,2
522476,5
522484,5
522513,5
522523,3
522532,5
522533,5
522585,3
522607,3
522624,2
522631,3
522633,3
522634,5
522639,3
522654,4
522687,5
522738,0
522745,3
522748,5
522761,4
522788,1
522800,5
522809,3
522873,3
522898,0
522911,1
522927,3
522937,5
522939,3
522943,1
522944,3
522970,5
522981,5
522999,2
523030,3
523057,1
523073,3
523077,5
523090,3
523098,3
523146,5
523158,3
523209,5
523228,5
523231,5
523256,2
523271,3
523273,2
523290,3
523299,1
523301,3
523335,3
523338,5
523392,3
523395,5
523442,5
523454,3
523465,3
523474,5
523484,5
523503,0
523505,5
523511,3
523513,2
523517,2
523526,3
523546,3
523559,3
523612,5
523619,2
523657,3
523666,5
523686,3
523690,2
523700,3
523710,3
523715,4
523717,5
523729,1
523735,5
523746,3
523756,5
523768,4
523771,2
523787,3
523800,2
523807,3
523819,5
523824,3
523841,3
523842,5
523845,5
523846,3
523860,3
523866,3
523877,5
523887,1
523913,5
523938,3
523981,5
524001,5
524012,5
524031,5
524036,3
524038,5
524043,5
524046,2
524052,4
524057,1
524076,3
524080,5
524098,1
524116,5
524120,5
524151,3
524167,5
524169,3
524172,1
524180,5
524194,4
524200,5
524211,3
524214,3
524226,5
524244,3
524251,3
524278,3
524313,2
524318,1
524328,3
524358,4
524365,5
524383,1
524407,5
524412,5
524419,3
524448,4
524473,3
524484,0
524511,3
524572,3
524606,3
524607,5
524615,3
524620,3
524628,3
524637,3
524644,2
524650,3
524663,3
524668,5
524682,3
524722,3
524728,3
524739,3
524766,3
524797,1
524805,3
524807,3
524821,4
524834,3
524842,2
524849,3
524861,5
524880,1
524885,1
524895,3
524909,3
524913,2
524923,3
524926,5
524929,5
524940,1
524980,4
525022,4
525034,3
525043,3
525053,3
525056,5
525081,2
525089,5
525102,2
525106,3
525168,3
525175,1
525176,4
525201,5
525212,3
525227,5
525234,4
525244,4
525265,3
525281,5
525308,3
525323,3
525332,4
525356,5
525377,1
525379,1
525389,3
525405,3
525410,5
525415,3
525447,4
525488,4
525515,5
525529,2
525546,5
525555,4
525591,2
525610,4
525611,5
525615,5
525631,4
525647,1
525671,5
525684,5
525716,5
525722,5
525734,3
525761,1
525769,5
525789,5
525804,5
525806,3
525824,3
525842,3
525844,4
525848,1
525864,3
525879,5
525920,5
525975,5
525996,5
526032,1
526036,1
526062,5
526079,3
526084,3
526102,5
526144,5
526154,5
526174,3
526179,5
526184,1
526203,4
526206,3
526221,3
526235,3
526239,3
526256,5
526258,3
526291,1
526297,5
526303,1
526308,4
526332,2
526354,5
526365,3
526367,2
526372,3
526378,5
526409,5
526431,5
526435,1
526443,3
526445,3
526471,5
526490,3
526492,5
526495,3
526540,5
526565,3
526570,4
526628,5
526668,3
526676,4
526683,3
526690,3
526711,3
526727,4
526729,5
526740,1
526759,3
526782,3
526789,5
526837,4
526855,5
526858,1
526867,5
526872,1
526873,4
526900,3
526901,5
526905,5
526913,5
526916,1
526925,2
526950,2
526959,3
526970,5
527001,1
527004,3
527019,2
527038,5
527046,3
527075,3
527081,3
527082,3
527109,5
527130,2
527132,3
527133,4
527141,5
527142,5
527150,3
527154,3
527158,4
527187,3
527197,2
527219,3
527232,3
527253,5
527280,3
527321,1
527326,3
527344,3
527346,5
527354,2
527359,3
527365,3
527389,1
527393,3
527396,2
527401,4
527406,2
527445,1
527451,3
527452,3
527455,4
527464,5
527467,3
527470,2
527490,3
527507,5
527508,3
527518,3
527524,2
527536,0
527541,1
527552,1
527560,1
527564,5
527585,5
527605,3
527689,1
527690,5
527726,3
527735,3
527750,2
527782,4
527783,3
527801,1
527824,5
527850,5
527857,2
527886,2
527928,3
527944,5
527945,1
527984,5
527987,5
527995,3
528020,5
528028,5
528046,3
528061,5
528098,1
528105,5
528122,5
528137,1
528139,1
528158,3
528164,5
528179,2
528186,5
528193,3
528216,3
528242,3
528244,3
528248,3
528281,5
528322,5
528330,3
528354,5
528372,1
528378,3
528379,4
528411,5
528413,1
528417,3
528421,5
528455,5
528461,1
528490,5
528500,1
528522,2
528528,3
528542,5
528567,5
528580,3
528612,3
528657,5
528661,3
528683,2
528688,1
528690,3
528706,3
528723,5
528735,3
528743,4
528744,5
528777,5
528816,5
528826,3
528827,5
528828,5
528829,2
528839,4
528842,3
528844,3
528906,1
528909,2
528929,3
528930,3
528936,1
528942,5
528953,4
528965,2
528967,3
528995,3
528999,3
529019,5
529023,3
529048,3
529050,3
529082,3
529205,4
529214,3
529216,1
529224,5
529229,3
529231,2
529237,3
529249,3
529284,1
529309,5
529332,3
529338,5
529362,4
529406,5
529420,1
529421,5
529422,3
529424,3
529428,3
529436,5
529488,0
529501,5
529502,5
529510,3
529513,5
529520,3
529566,3
529602,4
529677,1
529678,5
529689,2
529695,5
529704,4
529734,5
529737,1
529768,5
529781,4
529783,2
529787,5
529801,5
529831,5
529840,1
529845,3
529857,2
529879,5
529887,3
529913,1
529940,3
529972,2
530004,3
530039,5
530090,3
530118,5
530188,5
530196,4
530199,4
530213,3
530223,3
530240,3
530277,5
530278,5
530282,5
530298,3
530315,3
530322,3
530329,3
530365,3
530371,3
530374,3
530379,3
530383,3
530385,3
530421,5
530427,4
530453,1
530463,5
530468,5
530514,4
530543,5
530563,5
530579,5
530581,1
530585,5
530592,5
530599,1
530607,3
530625,3
530627,3
530633,1
530645,5
530649,5
530656,3
530665,3
530666,3
530667,4
530672,1
530673,1
530687,5
530719,5
530720,4
530724,5
530739,3
530743,3
530754,5
530773,2
530775,3
530797,3
530801,3
530810,3
530811,0
530833,3
530869,1
530873,1
530881,5
530906,3
530949,2
530950,5
530978,5
531006,3
531009,5
531016,5
531020,5
531027,3
531031,0
531054,5
531073,5
531094,3
531109,5
531143,5
531144,3
531158,5
531198,3
531204,3
531217,5
531253,5
531255,1
531322,5
531339,4
531344,3
531361,0
531373,3
531386,5
531427,4
531431,5
531447,5
531456,1
531467,5
531471,5
531475,1
531499,5
531500,1
531511,3
531512,3
531557,5
531562,1
531568,5
531615,0
531620,1
531625,3
531650,3
531654,4
531663,3
531670,2
531682,1
531735,1
531739,5
531744,5
531745,1
531771,3
531777,3
531789,3
531795,3
531803,1
531807,3
531824,5
531834,3
531844,1
531847,3
531857,3
531868,3
531884,2
531921,3
531926,3
531931,3
531959,2
531967,1
531971,3
531987,3
531989,3
531994,3
532063,5
532064,1
532073,5
532101,2
532106,5
532119,5
532159,3
532215,5
532225,3
532233,5
532258,3
532259,5
532279,2
532312,3
532329,2
532347,3
532361,5
532365,3
532381,4
532387,5
532388,3
532390,5
532410,4
532426,0
532432,1
532433,3
532500,5
532519,3
532535,2
532544,1
532568,3
532607,5
532622,3
532623,3
532627,1
532637,1
532650,5
532651,3
532653,5
532656,3
532705,3
532710,3
532711,2
532721,3
532725,4
532730,2
532742,5
532748,5
532750,0
532774,1
532810,5
532823,5
532835,3
532843,3
532863,5
532866,5
532901,3
532905,1
532912,5
532941,4
532989,5
533048,1
533093,3
533117,3
533123,3
533129,5
533155,5
533187,1
533199,3
533204,1
533211,5
533222,3
533248,3
533251,3
533283,5
533291,5
533302,3
533327,2
533357,5
533378,3
533388,0
533393,1
533396,5
533402,2
533404,4
533411,5
533449,3
533464,3
533490,5
533492,0
533497,5
533518,3
533527,3
533537,2
533542,5
533550,3
533573,3
533575,5
533598,3
533613,3
533617,3
533656,3
533716,3
533742,3
533755,1
533759,2
533773,5
533782,3
533809,3
533827,1
533846,3
533859,5
533895,3
533908,3
533932,4
533975,2
533985,3
533990,5
534040,2
534045,3
534066,5
534082,1
534088,3
534105,5
534179,5
534190,3
534246,2
534254,3
534295,5
534333,3
534351,5
534360,5
534378,3
534380,5
534391,3
534445,4
534474,2
534499,1
534564,3
534586,1
534594,2
534604,0
534607,5
534608,5
534661,1
534688,5
534697,3
534703,4
534742,3
534747,5
534782,2
534793,3
534798,3
534825,1
534840,5
534842,3
534858,4
534895,3
534903,3
534939,2
534948,5
534957,5
534971,3
534986,5
535003,1
535007,4
535024,4
535035,5
535047,5
535051,5
535060,5
535063,5
535081,5
535099,5
535135,5
535136,3
535149,3
535155,3
535177,3
535189,3
535229,5
535266,0
535311,3
535341,5
535365,3
535398,3
535441,5
535447,5
535459,5
535473,0
535495,3
535497,1
535502,3
535553,3
535595,0
535600,2
535610,3
535625,5
535637,3
535644,5
535682,1
535686,4
535701,3
535702,5
535706,3
535734,3
535737,1
535746,3
535747,2
535791,3
535795,5
535878,2
535879,5
535885,2
535896,3
535905,4
535906,5
535912,5
535942,3
535983,3
535994,1
536000,4
536016,3
536034,3
536035,3
536039,5
536050,3
536058,2
536066,3
536086,3
536099,5
536135,1
536170,1
536212,4
536228,1
536229,2
536241,3
536275,1
536278,3
536313,2
536343,3
536387,5
536431,5
536467,3
536469,3
536474,4
536488,1
536489,5
536490,5
536532,3
536566,3
536574,5
536594,2
536604,3
536622,5
536641,5
536651,3
536652,5
536656,3
536658,3
536659,5
536672,0
